攝影機名稱,車牌,單位,日期,時間,攝影機,經度,緯度
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,10:28:07,2615282047,121.18571428571428,24.885714285714286
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-01,10:28:07,2250077692,121.15357142857142,24.853571428571428
交通幹道-AB段,SPA-7777,交通大隊,2025-08-01,10:34:56,2191018895,121.34642857142858,25.046428571428574
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,10:35:36,2615282047,121.18571428571428,24.885714285714286
楊梅區-交流道A,SPA-7777,楊梅派出所,2025-08-01,10:43:23,2329904567,121.14285714285714,24.842857142857145
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,10:46:23,2615282047,121.18571428571428,24.885714285714286
楊梅區-A住宅區-巷口,SPA-7777,楊梅派出所,2025-08-01,10:54:51,2288784783,121.1,24.8
中壢區-交流道B,TER-9999,中壢派出所,2025-08-01,10:55:48,2829370738,121.19642857142857,24.896428571428572
中壢區-交流道B,TER-9999,中壢派出所,2025-08-01,11:03:55,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-01,11:03:55,2250077692,121.15357142857142,24.853571428571428
中壢區-交流道B,TER-9999,中壢派出所,2025-08-01,11:18:25,2829370738,121.19642857142857,24.896428571428572
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,11:27:11,2615282047,121.18571428571428,24.885714285714286
中壢區-交流道B,TER-9999,中壢派出所,2025-08-01,11:36:29,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-01,11:44:56,2250077692,121.15357142857142,24.853571428571428
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,11:44:56,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,11:53:40,2615282047,121.18571428571428,24.885714285714286
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-01,12:05:26,2250077692,121.15357142857142,24.853571428571428
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-01,12:17:17,2153912235,121.175,24.875
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,12:28:51,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,12:28:51,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,12:38:33,2615282047,121.18571428571428,24.885714285714286
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-01,12:49:54,2250077692,121.15357142857142,24.853571428571428
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-01,12:58:43,2153912235,121.175,24.875
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-01,13:07:27,2615282047,121.18571428571428,24.885714285714286
中壢區-交流道B,TER-9999,中壢派出所,2025-08-01,13:07:27,2829370738,121.19642857142857,24.896428571428572
中壢區-交流道B,TER-9999,中壢派出所,2025-08-01,13:14:40,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-內部,NOR-1001,中壢派出所,2025-08-01,17:37:15,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1004,中壢派出所,2025-08-01,17:39:32,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-入口,NOR-1004,中壢派出所,2025-08-01,17:49:25,2250077692,121.15357142857142,24.853571428571428
中壢區-交流道B,NOR-1004,中壢派出所,2025-08-01,17:59:05,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-內部,NOR-1005,中壢派出所,2025-08-01,18:02:29,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1001,中壢派出所,2025-08-01,18:07:06,2592795868,121.16428571428571,24.864285714285714
交通幹道-AB段,NOR-1004,交通大隊,2025-08-01,18:07:14,2191018895,121.34642857142858,25.046428571428574
中壢區-B園區-內部,NOR-1002,中壢派出所,2025-08-01,18:12:03,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1004,中壢派出所,2025-08-01,18:14:24,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1002,中壢派出所,2025-08-01,18:15:33,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-入口,NOR-1001,中壢派出所,2025-08-01,18:16:16,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-內部,NOR-1005,中壢派出所,2025-08-01,18:16:31,2592795868,121.16428571428571,24.864285714285714
楊梅區-交流道A,NOR-1004,楊梅派出所,2025-08-01,18:17:57,2329904567,121.14285714285714,24.842857142857145
中壢區-交流道B,NOR-1001,中壢派出所,2025-08-01,18:25:04,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,NOR-1002,中壢派出所,2025-08-01,18:25:34,2250077692,121.15357142857142,24.853571428571428
楊梅區-A住宅區-巷口,NOR-1004,楊梅派出所,2025-08-01,18:26:17,2288784783,121.1,24.8
中壢區-B園區-入口,NOR-1005,中壢派出所,2025-08-01,18:27:54,2250077692,121.15357142857142,24.853571428571428
交通幹道-AB段,NOR-1001,交通大隊,2025-08-01,18:35:50,2191018895,121.34642857142858,25.046428571428574
中壢區-交流道B,NOR-1002,中壢派出所,2025-08-01,18:36:00,2829370738,121.19642857142857,24.896428571428572
中壢區-交流道B,NOR-1005,中壢派出所,2025-08-01,18:36:05,2829370738,121.19642857142857,24.896428571428572
交通幹道-AB段,NOR-1002,交通大隊,2025-08-01,18:44:29,2191018895,121.34642857142858,25.046428571428574
交通幹道-AB段,NOR-1005,交通大隊,2025-08-01,18:45:57,2191018895,121.34642857142858,25.046428571428574
楊梅區-交流道A,NOR-1001,楊梅派出所,2025-08-01,18:47:28,2329904567,121.14285714285714,24.842857142857145
楊梅區-交流道A,NOR-1002,楊梅派出所,2025-08-01,18:54:53,2329904567,121.14285714285714,24.842857142857145
楊梅區-交流道A,NOR-1005,楊梅派出所,2025-08-01,18:55:23,2329904567,121.14285714285714,24.842857142857145
楊梅區-A住宅區-巷口,NOR-1001,楊梅派出所,2025-08-01,18:56:17,2288784783,121.1,24.8
楊梅區-A住宅區-巷口,NOR-1002,楊梅派出所,2025-08-01,19:05:31,2288784783,121.1,24.8
楊梅區-A住宅區-巷口,NOR-1005,楊梅派出所,2025-08-01,19:06:38,2288784783,121.1,24.8
平鎮區-C住宅區-巷口,DEL-8888,平鎮派出所,2025-08-01,22:54:30,2406023551,121.20714285714286,24.90714285714286
平鎮區-C住宅區-巷口,ACC-0001,平鎮派出所,2025-08-01,22:55:53,2406023551,121.20714285714286,24.90714285714286
平鎮區-C住宅區-巷口,ACC-0002,平鎮派出所,2025-08-01,22:56:34,2406023551,121.20714285714286,24.90714285714286
交通幹道-CP段,ACC-0001,交通大隊,2025-08-01,23:04:56,2383958329,121.4,25.1
交通幹道-CP段,DEL-8888,交通大隊,2025-08-01,23:05:00,2383958329,121.4,25.1
交通幹道-CP段,ACC-0002,交通大隊,2025-08-01,23:06:50,2383958329,121.4,25.1
八德區-P公園-角落,ACC-0001,八德分局,2025-08-01,23:15:23,2815946851,121.29285714285714,24.992857142857144
八德區-P公園-角落,ACC-0002,八德分局,2025-08-01,23:16:07,2815946851,121.29285714285714,24.992857142857144
八德區-P公園-角落,DEL-8888,八德分局,2025-08-01,23:16:29,2815946851,121.29285714285714,24.992857142857144
大溪區-P停車場-後方,DEL-8888,八德分局,2025-08-01,23:25:34,2863286316,121.30357142857143,25.00357142857143
大溪區-P停車場-後方,ACC-0001,八德分局,2025-08-01,23:26:18,2863286316,121.30357142857143,25.00357142857143
大溪區-P停車場-後方,ACC-0002,八德分局,2025-08-01,23:27:58,2863286316,121.30357142857143,25.00357142857143
大溪區-P停車場-後方,DEL-8888,八德分局,2025-08-01,23:45:18,2863286316,121.30357142857143,25.00357142857143
新屋區-P濱海涼亭,DEL-8888,八德分局,2025-08-01,23:54:28,2655257456,121.325,25.025000000000002
交通幹道-AD段,DEL-8888,交通大隊,2025-08-02,00:06:08,2680896769,121.37857142857143,25.07857142857143
楊梅區-A幹道-路口1,DEL-8888,楊梅派出所,2025-08-02,00:16:08,2674727448,121.11071428571428,24.810714285714287
楊梅區-A住宅區-巷口,DEL-8888,楊梅派出所,2025-08-02,00:25:35,2288784783,121.1,24.8
楊梅區-A住宅區-巷口,DEL-8888,楊梅派出所,2025-08-02,00:25:35,2288784783,121.1,24.8
平鎮區-C車站,ACC-0001,平鎮派出所,2025-08-02,00:46:00,2415795540,121.22857142857143,24.92857142857143
平鎮區-C車站,ACC-0002,平鎮派出所,2025-08-02,01:16:00,2415795540,121.22857142857143,24.92857142857143
楊梅區-A住宅區-巷口,DEL-8888,楊梅派出所,2025-08-02,07:00:48,2288784783,121.1,24.8
平鎮區-C車站,ACC-0001,平鎮派出所,2025-08-02,08:30:18,2415795540,121.22857142857143,24.92857142857143
平鎮區-C車站,ACC-0002,平鎮派出所,2025-08-02,09:09:43,2415795540,121.22857142857143,24.92857142857143
平鎮區-C住宅區-巷口,ACC-0001,平鎮派出所,2025-08-02,23:02:31,2406023551,121.20714285714286,24.90714285714286
平鎮區-C住宅區-巷口,DEL-8888,平鎮派出所,2025-08-02,23:03:48,2406023551,121.20714285714286,24.90714285714286
平鎮區-C住宅區-巷口,ACC-0002,平鎮派出所,2025-08-02,23:05:25,2406023551,121.20714285714286,24.90714285714286
交通幹道-CP段,ACC-0001,交通大隊,2025-08-02,23:12:27,2383958329,121.4,25.1
交通幹道-CP段,DEL-8888,交通大隊,2025-08-02,23:12:31,2383958329,121.4,25.1
交通幹道-CP段,ACC-0002,交通大隊,2025-08-02,23:15:25,2383958329,121.4,25.1
八德區-P公園-角落,DEL-8888,八德分局,2025-08-02,23:22:41,2815946851,121.29285714285714,24.992857142857144
八德區-P公園-角落,ACC-0001,八德分局,2025-08-02,23:23:08,2815946851,121.29285714285714,24.992857142857144
八德區-P公園-角落,ACC-0002,八德分局,2025-08-02,23:26:54,2815946851,121.29285714285714,24.992857142857144
大溪區-P停車場-後方,ACC-0001,八德分局,2025-08-02,23:31:00,2863286316,121.30357142857143,25.00357142857143
大溪區-P停車場-後方,DEL-8888,八德分局,2025-08-02,23:31:46,2863286316,121.30357142857143,25.00357142857143
大溪區-P停車場-後方,ACC-0002,八德分局,2025-08-02,23:37:22,2863286316,121.30357142857143,25.00357142857143
大溪區-P停車場-後方,DEL-8888,八德分局,2025-08-02,23:51:02,2863286316,121.30357142857143,25.00357142857143
新屋區-P濱海涼亭,DEL-8888,八德分局,2025-08-03,00:02:21,2655257456,121.325,25.025000000000002
交通幹道-AD段,DEL-8888,交通大隊,2025-08-03,00:12:11,2680896769,121.37857142857143,25.07857142857143
楊梅區-A幹道-路口1,DEL-8888,楊梅派出所,2025-08-03,00:21:31,2674727448,121.11071428571428,24.810714285714287
楊梅區-A住宅區-巷口,DEL-8888,楊梅派出所,2025-08-03,00:30:17,2288784783,121.1,24.8
楊梅區-A住宅區-巷口,DEL-8888,楊梅派出所,2025-08-03,00:30:17,2288784783,121.1,24.8
龍潭區-D湖畔道路,ACC-0001,龍潭派出所,2025-08-03,00:53:00,2979107486,121.25,24.950000000000003
平鎮區-C車站,ACC-0002,平鎮派出所,2025-08-03,01:23:00,2415795540,121.22857142857143,24.92857142857143
楊梅區-A住宅區-巷口,DEL-8888,楊梅派出所,2025-08-03,09:01:05,2288784783,121.1,24.8
平鎮區-C車站,ACC-0002,平鎮派出所,2025-08-03,09:48:09,2415795540,121.22857142857143,24.92857142857143
龍潭區-D湖畔道路,ACC-0001,龍潭派出所,2025-08-03,10:37:17,2979107486,121.25,24.950000000000003
中壢區-B園區-內部,ACC-0001,中壢派出所,2025-08-03,13:10:40,2592795868,121.16428571428571,24.864285714285714
中壢區-B商業大道-1,ACC-0001,中壢派出所,2025-08-03,13:21:23,2153912235,121.175,24.875
交通幹道-BC段,ACC-0001,交通大隊,2025-08-03,13:31:19,2381856385,121.35714285714286,25.057142857142857
平鎮區-C大學路,ACC-0001,平鎮派出所,2025-08-03,13:42:29,2912098431,121.21785714285714,24.917857142857144
交通幹道-CD段,ACC-0001,交通大隊,2025-08-03,13:53:49,2973409606,121.36785714285715,25.067857142857143
龍潭區-D風景區-入口,ACC-0001,龍潭派出所,2025-08-03,14:05:35,2166590159,121.23928571428571,24.939285714285717
平鎮區-C車站,ACC-0001,平鎮派出所,2025-08-03,14:05:35,2415795540,121.22857142857143,24.92857142857143
平鎮區-C車站,ACC-0001,平鎮派出所,2025-08-03,23:37:04,2415795540,121.22857142857143,24.92857142857143
楊梅區-A住宅區-巷口,NOR-1001,楊梅派出所,2025-08-04,08:16:28,2288784783,121.1,24.8
楊梅區-A住宅區-巷口,NOR-1002,楊梅派出所,2025-08-04,08:23:46,2288784783,121.1,24.8
楊梅區-A住宅區-巷口,NOR-1005,楊梅派出所,2025-08-04,08:25:48,2288784783,121.1,24.8
楊梅區-交流道A,NOR-1001,楊梅派出所,2025-08-04,08:26:48,2329904567,121.14285714285714,24.842857142857145
楊梅區-交流道A,NOR-1002,楊梅派出所,2025-08-04,08:33:16,2329904567,121.14285714285714,24.842857142857145
楊梅區-交流道A,NOR-1005,楊梅派出所,2025-08-04,08:36:19,2329904567,121.14285714285714,24.842857142857145
交通幹道-AB段,NOR-1001,交通大隊,2025-08-04,08:37:05,2191018895,121.34642857142858,25.046428571428574
楊梅區-A住宅區-巷口,NOR-1003,楊梅派出所,2025-08-04,08:39:15,2288784783,121.1,24.8
交通幹道-AB段,NOR-1002,交通大隊,2025-08-04,08:43:48,2191018895,121.34642857142858,25.046428571428574
中壢區-交流道B,NOR-1001,中壢派出所,2025-08-04,08:46:35,2829370738,121.19642857142857,24.896428571428572
楊梅區-A住宅區-巷口,NOR-1004,楊梅派出所,2025-08-04,08:47:41,2288784783,121.1,24.8
交通幹道-AB段,NOR-1005,交通大隊,2025-08-04,08:48:05,2191018895,121.34642857142858,25.046428571428574
楊梅區-交流道A,NOR-1003,楊梅派出所,2025-08-04,08:50:37,2329904567,121.14285714285714,24.842857142857145
中壢區-交流道B,NOR-1002,中壢派出所,2025-08-04,08:52:55,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,NOR-1001,中壢派出所,2025-08-04,08:56:32,2250077692,121.15357142857142,24.853571428571428
中壢區-交流道B,NOR-1005,中壢派出所,2025-08-04,08:56:44,2829370738,121.19642857142857,24.896428571428572
楊梅區-交流道A,NOR-1004,楊梅派出所,2025-08-04,08:59:25,2329904567,121.14285714285714,24.842857142857145
交通幹道-AB段,NOR-1003,交通大隊,2025-08-04,09:02:27,2191018895,121.34642857142858,25.046428571428574
中壢區-B園區-入口,NOR-1002,中壢派出所,2025-08-04,09:04:11,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-入口,NOR-1005,中壢派出所,2025-08-04,09:04:51,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-內部,NOR-1001,中壢派出所,2025-08-04,09:06:16,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1001,中壢派出所,2025-08-04,09:06:16,2592795868,121.16428571428571,24.864285714285714
交通幹道-AB段,NOR-1004,交通大隊,2025-08-04,09:08:05,2191018895,121.34642857142858,25.046428571428574
中壢區-交流道B,NOR-1003,中壢派出所,2025-08-04,09:13:44,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-04,09:14:00,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-內部,NOR-1005,中壢派出所,2025-08-04,09:14:04,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1005,中壢派出所,2025-08-04,09:14:04,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1002,中壢派出所,2025-08-04,09:15:03,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1002,中壢派出所,2025-08-04,09:15:03,2592795868,121.16428571428571,24.864285714285714
中壢區-交流道B,NOR-1004,中壢派出所,2025-08-04,09:16:17,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,NOR-1003,中壢派出所,2025-08-04,09:22:51,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-入口,NOR-1004,中壢派出所,2025-08-04,09:24:19,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-內部,NOR-1003,中壢派出所,2025-08-04,09:32:01,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1003,中壢派出所,2025-08-04,09:32:01,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1004,中壢派出所,2025-08-04,09:33:20,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1004,中壢派出所,2025-08-04,09:33:20,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-04,09:41:34,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-04,09:50:44,2250077692,121.15357142857142,24.853571428571428
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-04,09:59:15,2153912235,121.175,24.875
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,10:09:10,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,10:09:10,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,10:26:47,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,10:38:03,2615282047,121.18571428571428,24.885714285714286
中壢區-交流道B,TER-9999,中壢派出所,2025-08-04,10:48:09,2829370738,121.19642857142857,24.896428571428572
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-04,10:56:53,2153912235,121.175,24.875
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-04,10:56:53,2250077692,121.15357142857142,24.853571428571428
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-04,11:09:45,2153912235,121.175,24.875
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,11:20:32,2615282047,121.18571428571428,24.885714285714286
中壢區-交流道B,TER-9999,中壢派出所,2025-08-04,11:29:56,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-04,11:41:16,2250077692,121.15357142857142,24.853571428571428
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-04,11:41:16,2153912235,121.175,24.875
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-04,11:47:49,2153912235,121.175,24.875
中壢區-B園區-入口,TER-9999,中壢派出所,2025-08-04,11:58:36,2250077692,121.15357142857142,24.853571428571428
中壢區-B商業大道-1,TER-9999,中壢派出所,2025-08-04,12:09:35,2153912235,121.175,24.875
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,12:19:45,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,12:19:45,2615282047,121.18571428571428,24.885714285714286
中壢區-B商業大道-2,TER-9999,中壢派出所,2025-08-04,12:31:27,2615282047,121.18571428571428,24.885714285714286
楊梅區-A住宅區-巷口,ACC-0001,楊梅派出所,2025-08-04,13:10:32,2288784783,121.1,24.8
楊梅區-交流道A,ACC-0001,楊梅派出所,2025-08-04,13:20:05,2329904567,121.14285714285714,24.842857142857145
交通幹道-AB段,ACC-0001,交通大隊,2025-08-04,13:28:13,2191018895,121.34642857142858,25.046428571428574
中壢區-交流道B,ACC-0001,中壢派出所,2025-08-04,13:36:54,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,ACC-0001,中壢派出所,2025-08-04,13:46:27,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-內部,ACC-0001,中壢派出所,2025-08-04,13:58:26,2592795868,121.16428571428571,24.864285714285714
平鎮區-C車站,ACC-0001,平鎮派出所,2025-08-04,13:58:26,2415795540,121.22857142857143,24.92857142857143
中壢區-B園區-內部,NOR-1005,中壢派出所,2025-08-04,17:16:43,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1001,中壢派出所,2025-08-04,17:34:52,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1004,中壢派出所,2025-08-04,17:39:40,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1003,中壢派出所,2025-08-04,17:43:23,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1002,中壢派出所,2025-08-04,17:58:47,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-內部,NOR-1001,中壢派出所,2025-08-04,18:21:20,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-入口,NOR-1001,中壢派出所,2025-08-04,18:30:14,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-內部,NOR-1003,中壢派出所,2025-08-04,18:35:53,2592795868,121.16428571428571,24.864285714285714
中壢區-交流道B,NOR-1001,中壢派出所,2025-08-04,18:38:40,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-內部,NOR-1005,中壢派出所,2025-08-04,18:40:16,2592795868,121.16428571428571,24.864285714285714
中壢區-B園區-入口,NOR-1003,中壢派出所,2025-08-04,18:44:13,2250077692,121.15357142857142,24.853571428571428
交通幹道-AB段,NOR-1001,交通大隊,2025-08-04,18:47:31,2191018895,121.34642857142858,25.046428571428574
中壢區-B園區-入口,NOR-1005,中壢派出所,2025-08-04,18:48:42,2250077692,121.15357142857142,24.853571428571428
中壢區-B園區-內部,NOR-1002,中壢派出所,2025-08-04,18:49:37,2592795868,121.16428571428571,24.864285714285714
中壢區-交流道B,NOR-1003,中壢派出所,2025-08-04,18:53:33,2829370738,121.19642857142857,24.896428571428572
楊梅區-交流道A,NOR-1001,楊梅派出所,2025-08-04,18:56:56,2329904567,121.14285714285714,24.842857142857145
中壢區-B園區-內部,NOR-1004,中壢派出所,2025-08-04,18:57:29,2592795868,121.16428571428571,24.864285714285714
中壢區-交流道B,NOR-1005,中壢派出所,2025-08-04,19:00:08,2829370738,121.19642857142857,24.896428571428572
中壢區-B園區-入口,NOR-1002,中壢派出所,2025-08-04,19:01:29,2250077692,121.15357142857142,24.853571428571428
交通幹道-AB段,NOR-1003,交通大隊,2025-08-04,19:04:31,2191018895,121.34642857142858,25.046428571428574
中壢區-B園區-入口,NOR-1004,中壢派出所,2025-08-04,19:05:48,2250077692,121.15357142857142,24.853571428571428
楊梅區-A住宅區-巷口,NOR-1001,楊梅派出所,2025-08-04,19:06:23,2288784783,121.1,24.8
交通幹道-AB段,NOR-1005,交通大隊,2025-08-04,19:11:12,2191018895,121.34642857142858,25.046428571428574
中壢區-交流道B,NOR-1002,中壢派出所,2025-08-04,19:11:20,2829370738,121.19642857142857,24.896428571428572
楊梅區-交流道A,NOR-1003,楊梅派出所,2025-08-04,19:15:42,2329904567,121.14285714285714,24.842857142857145
中壢區-交流道B,NOR-1004,中壢派出所,2025-08-04,19:16:51,2829370738,121.19642857142857,24.896428571428572
