攝影機名稱,車牌,單位,日期,時間,攝影機,經度,緯度
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-19,08:32:00,2860436411,121.15,24.9
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-19,08:37:00,2988156894,121.18260869565218,24.932608695652174
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-19,08:40:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,BKE-6831,交通大隊,2025-08-19,08:46:00,2769777146,121.27391304347826,25.02391304347826
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-19,08:47:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-19,08:47:00,2633412520,121.18913043478261,24.93913043478261
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-19,08:57:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-19,09:09:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-19,09:18:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-19,09:18:00,2633412520,121.18913043478261,24.93913043478261
平鎮區-C大學路,CXY-1234,平鎮派出所,2025-08-19,14:12:00,2329739935,121.22173913043478,24.97173913043478
交通幹道-CD段,CXY-1234,交通大隊,2025-08-19,14:20:00,2153961742,121.28695652173913,25.036956521739132
龍潭區-D市區,CXY-1234,龍潭派出所,2025-08-19,14:25:00,2401541871,121.24782608695652,24.997826086956522
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-19,14:35:00,2431036517,121.23478260869565,24.984782608695653
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-19,18:24:59,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-19,18:41:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-19,18:49:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-19,18:57:00,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,BKE-6831,交通大隊,2025-08-19,19:06:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-19,19:12:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-19,19:19:00,2860436411,121.15,24.9
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-19,19:47:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-19,20:08:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-19,20:14:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-19,20:21:00,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,AFR-5678,交通大隊,2025-08-19,20:33:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-19,20:45:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-19,20:53:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-20,08:09:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-20,08:16:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-20,08:18:48,2860436411,121.15,24.9
